# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact
axle;60;1415138880;3521956;260597600;98.67;141652;212835408;143957300;52.60;185937500;65087048
axle;60;1415138940;4025952;260093604;98.48;141728;212639268;143611840;52.47;185941944;64531804
axle;60;1415139000;2107900;262011656;99.20;141708;212280028;145933972;53.32;188101748;64333956
axle;60;1415139060;1444620;262674936;99.45;138244;209513364;149344524;54.57;188005356;65094288
axle;60;1415139120;5521452;258598104;97.91;122176;208155540;146809300;53.64;183513776;65446708
axle;60;1415139180;10445096;253674460;96.05;122476;208305512;141681120;51.77;178695560;65433352
axle;60;1415139240;5776428;258343128;97.81;116296;208409528;146327556;53.47;183325296;65450812
axle;60;1415139300;8992644;255126912;96.60;116464;208460444;142991316;52.25;180105180;65429176
axle;60;1415139360;6234172;257885384;97.64;116688;208606048;145714220;53.24;182873516;65433580
axle;60;1415139420;8694952;255424604;96.71;116896;208744340;142968132;52.24;180422208;65428272
axle;60;1415139480;5962984;258156572;97.74;117124;208890724;145667328;53.22;183113552;65436900
axle;60;1415139540;17638764;246480792;93.32;117348;209055568;134197900;49.03;171974580;65446072
axle;60;1415139600;17482764;246636792;93.38;117548;209229228;134208136;49.04;172106520;65478420
axle;60;1415139660;17269088;246850468;93.46;117860;209446424;134200868;49.03;172281704;65523340
axle;60;1415139720;17070744;247048812;93.54;118044;209648616;134198120;49.03;172440220;65565128
axle;60;1415139780;16858304;247261252;93.62;118220;209858004;134211504;49.04;172605508;65610232
axle;60;1415139840;16659872;247459684;93.69;118376;210062092;134206672;49.04;172767760;65653356
axle;60;1415139900;16434716;247684840;93.78;118528;210285324;134205384;49.04;172935968;65703512
axle;60;1415139960;16236264;247883292;93.85;118668;210485464;134223360;49.04;173105024;65734616
axle;60;1415140020;16030552;248089004;93.93;118836;210694240;134222056;49.04;173285348;65763972
axle;60;1415140080;15827980;248291576;94.01;119140;210897412;134245088;49.05;173463308;65789684
axle;60;1415140140;15545860;248573696;94.11;119320;211094728;134519456;49.15;173713572;65810656
axle;60;1415140200;15397020;248722536;94.17;119520;211322960;134225412;49.04;173840576;65842560
axle;60;1415140260;15214600;248904956;94.24;119648;211504604;134239632;49.05;174011976;65848612
axle;60;1415140320;14977468;249142088;94.33;119816;211728768;134200788;49.03;174206512;65879344
