# hostname;interval;timestamp;pswpin/s;pswpout/s
axle;60;1415138880;0.00;48.15
axle;60;1415138940;0.00;169.60
axle;60;1415139000;0.00;333.42
axle;60;1415139060;0.00;863.45
axle;60;1415139120;0.00;370.73
axle;60;1415139180;0.00;0.00
axle;60;1415139240;0.10;42.22
axle;60;1415139300;0.00;12.68
axle;60;1415139360;0.00;0.00
axle;60;1415139420;0.00;0.00
axle;60;1415139480;0.00;0.00
axle;60;1415139540;0.00;0.00
axle;60;1415139600;0.00;0.00
axle;60;1415139660;0.00;0.00
axle;60;1415139720;0.00;0.00
axle;60;1415139780;0.00;0.00
axle;60;1415139840;0.00;0.00
axle;60;1415139900;0.00;0.00
axle;60;1415139960;0.00;0.00
axle;60;1415140020;0.00;0.00
axle;60;1415140080;0.00;0.00
axle;60;1415140140;0.00;0.00
axle;60;1415140200;0.00;0.00
axle;60;1415140260;0.00;0.00
axle;60;1415140320;0.00;0.00
