Linux 3.11.0-17-generic (axle) 	04/11/14 	_x86_64_	(64 CPU)

21:57:48        CPU     %user     %nice   %system   %iowait    %steal     %idle
21:58:48        all      2.88      0.00      0.68      0.02      0.00     96.42
21:59:48        all      3.12      0.00      0.42      0.00      0.00     96.46
22:00:48        all      3.04      0.00      0.55      0.00      0.00     96.41
22:01:48        all      3.09      0.00      0.47      0.00      0.00     96.44
22:02:48        all      3.16      0.00      0.40      0.00      0.00     96.44
22:03:48        all      2.93      0.00      0.65      0.00      0.00     96.42
22:04:48        all      3.30      0.00      0.24      0.00      0.00     96.46
22:05:48        all      2.96      0.00      0.63      0.00      0.00     96.41
22:06:48        all      3.01      0.00      0.56      0.00      0.00     96.43
